scheduled_departure,scheduled_arrival,carrier,origin,destination,distance_km,weather_wind1,weather_wind2,weather_rain1,weather_rain2,weather_visibility_km,noise_1,noise_2,noise_3,route,scheduled_duration_min,departure_hour,is_holiday,is_late_night,high_precipitation,limited_visibility,holiday_late_night,destination_limited_visibility,departure_delay_min,actual_departure,actual_arrival,arrival_delay_min,delayed_15_min
2025-09-17 10:15:00,2025-09-17 14:13:00,WN,DEN,ATL,2536,27.92,29.67,0.0,0.18,16.42,0.1543,-0.8251,53,DEN-ATL,238,10,0,0,0,0,0,0,4,2025-09-17 10:19:00,2025-09-17 14:14:00,1,0
2025-07-10 03:10:00,2025-07-10 06:03:00,UA,ORD,ATL,1723,28.21,28.65,5.6,7.82,10.68,-0.6111,-0.4277,92,ORD-ATL,173,3,0,1,0,0,0,0,12,2025-07-10 03:22:00,2025-07-10 06:10:00,7,0
2025-12-24 07:45:00,2025-12-24 12:28:00,UA,SFO,SEA,3103,22.78,26.29,0.0,0.0,14.96,-0.3574,-0.1115,19,SFO-SEA,283,7,1,0,0,0,0,0,8,2025-12-24 07:53:00,2025-12-24 12:37:00,9,0
2025-10-01 12:20:00,2025-10-01 14:26:00,WN,ATL,SFO,1133,9.66,7.98,0.43,0.77,11.0,0.0879,-0.8798,79,ATL-SFO,126,12,0,0,0,0,0,0,6,2025-10-01 12:26:00,2025-10-01 14:19:00,-7,0
2025-08-12 19:15:00,2025-08-12 20:47:00,UA,DFW,ATL,712,7.95,5.09,0.41,1.11,15.33,-0.3093,-0.6093,6,DFW-ATL,92,19,0,0,0,0,0,0,17,2025-08-12 19:32:00,2025-08-12 21:02:00,15,1
2025-07-05 00:40:00,2025-07-05 04:31:00,AA,SEA,DEN,2444,8.47,9.63,0.0,0.27,17.44,-0.9777,-0.7891,9,SEA-DEN,231,0,0,1,0,0,0,0,5,2025-07-05 00:45:00,2025-07-05 04:15:00,-16,0
2025-01-20 22:30:00,2025-01-21 04:20:00,UA,DEN,ATL,3933,15.99,20.27,0.28,2.14,12.81,-1.0325,0.8903,15,DEN-ATL,350,22,1,1,0,0,1,0,13,2025-01-20 22:43:00,2025-01-21 04:42:00,22,1
2025-01-26 15:40:00,2025-01-26 20:12:00,UA,JFK,SFO,2958,15.03,19.31,0.15,0.65,12.48,-0.4227,0.0241,31,JFK-SFO,272,15,0,0,0,0,0,0,10,2025-01-26 15:50:00,2025-01-26 20:29:00,17,1
2025-08-13 21:20:00,2025-08-14 02:33:00,WN,SFO,DEN,3473,40.29,34.09,0.65,0.1,11.77,-0.5824,0.1744,38,SFO-DEN,313,21,0,1,0,0,0,0,16,2025-08-13 21:36:00,2025-08-14 03:06:00,33,1
2025-01-02 22:00:00,2025-01-03 01:25:00,DL,SFO,JFK,2120,8.05,6.89,1.52,0.0,18.8,-1.894,0.6366,19,SFO-JFK,205,22,0,1,0,0,0,0,24,2025-01-02 22:24:00,2025-01-03 01:56:00,31,1
2025-01-16 03:00:00,2025-01-16 04:46:00,DL,LAX,JFK,888,28.28,28.91,0.4,0.0,13.32,0.8414,-0.3136,5,LAX-JFK,106,3,0,1,0,0,0,0,3,2025-01-16 03:03:00,2025-01-16 05:06:00,20,1
2025-03-21 02:00:00,2025-03-21 05:22:00,DL,ORD,DFW,2093,9.61,10.08,0.0,0.0,17.98,1.0377,-0.7996,52,ORD-DFW,202,2,0,1,0,0,0,0,12,2025-03-21 02:12:00,2025-03-21 05:17:00,-5,0
2025-11-19 18:30:00,2025-11-20 01:01:00,UA,LAX,SFO,4447,5.53,7.59,10.64,9.01,9.85,0.5951,-0.662,8,LAX-SFO,391,18,0,0,0,0,0,0,-1,2025-11-19 18:29:00,2025-11-20 00:57:00,-4,0
2025-06-17 04:30:00,2025-06-17 09:52:00,AA,DEN,SFO,3583,10.25,14.02,0.0,0.0,14.33,-2.104,0.3757,39,DEN-SFO,322,4,0,1,0,0,0,0,-7,2025-06-17 04:23:00,2025-06-17 09:55:00,3,0
2025-09-16 03:40:00,2025-09-16 08:35:00,AA,SEA,LAX,3254,13.86,12.24,1.55,0.0,15.12,-0.1903,0.8946,30,SEA-LAX,295,3,0,1,0,0,0,0,15,2025-09-16 03:55:00,2025-09-16 08:48:00,13,0
2025-05-31 11:50:00,2025-05-31 14:30:00,AA,ATL,DEN,1564,23.23,25.32,0.0,0.8,14.58,0.4538,-0.0997,91,ATL-DEN,160,11,0,0,0,0,0,0,5,2025-05-31 11:55:00,2025-05-31 14:44:00,14,0
2025-03-05 21:10:00,2025-03-06 01:30:00,B6,ATL,BOS,2818,9.0,9.49,0.31,0.33,17.32,1.2467,-0.3834,11,ATL-BOS,260,21,0,1,0,0,0,0,12,2025-03-05 21:22:00,2025-03-06 01:47:00,17,1
2025-05-16 19:50:00,2025-05-17 00:18:00,WN,LAX,ATL,2915,11.96,12.97,0.0,0.17,17.14,2.1738,0.763,23,LAX-ATL,268,19,0,0,0,0,0,0,-3,2025-05-16 19:47:00,2025-05-17 00:24:00,6,0
2025-02-03 12:50:00,2025-02-03 17:29:00,DL,SEA,DFW,3047,12.45,7.66,0.0,2.12,17.92,0.0121,-0.2056,94,SEA-DFW,279,12,0,0,0,0,0,0,-5,2025-02-03 12:45:00,2025-02-03 17:22:00,-7,0
2025-10-09 04:30:00,2025-10-09 10:29:00,DL,SEA,LAX,4050,6.99,7.71,0.0,1.68,13.26,0.1561,-0.7417,84,SEA-LAX,359,4,0,1,0,0,0,0,9,2025-10-09 04:39:00,2025-10-09 10:23:00,-6,0
2025-03-08 08:30:00,2025-03-08 13:18:00,WN,ORD,SEA,3162,22.79,27.99,0.95,0.0,17.48,0.4881,-0.4834,83,ORD-SEA,288,8,0,0,0,0,0,0,3,2025-03-08 08:33:00,2025-03-08 13:25:00,7,0
2025-05-18 16:10:00,2025-05-18 18:23:00,B6,DFW,SEA,1230,16.08,16.81,0.4,0.7,18.51,-0.586,0.5612,35,DFW-SEA,133,16,0,0,0,0,0,0,8,2025-05-18 16:18:00,2025-05-18 18:29:00,6,0
2025-12-24 03:10:00,2025-12-24 05:23:00,B6,DFW,JFK,1230,2.0,0.0,0.0,0.0,16.06,-0.7663,0.7248,40,DFW-JFK,133,3,1,1,0,0,1,0,40,2025-12-24 03:50:00,2025-12-24 06:24:00,61,1
2025-08-05 12:00:00,2025-08-05 16:27:00,B6,DFW,LAX,2903,13.62,11.36,1.21,0.27,9.35,0.885,0.582,87,DFW-LAX,267,12,0,0,0,0,0,0,-1,2025-08-05 11:59:00,2025-08-05 16:17:00,-10,0
2025-06-17 00:40:00,2025-06-17 06:30:00,AA,DEN,BOS,3938,3.54,4.5,0.0,0.0,18.32,0.6802,0.9686,15,DEN-BOS,350,0,0,1,0,0,0,0,-4,2025-06-17 00:36:00,2025-06-17 06:28:00,-2,0
2025-07-18 07:20:00,2025-07-18 13:37:00,AA,DFW,SFO,4281,12.07,14.37,4.4,3.28,5.67,-0.2009,-0.7331,25,DFW-SFO,377,7,0,0,0,1,0,1,24,2025-07-18 07:44:00,2025-07-18 14:27:00,50,1
2025-10-14 05:10:00,2025-10-14 09:34:00,DL,ATL,DFW,2860,2.73,3.8,0.0,0.62,15.47,-1.5674,-0.0178,15,ATL-DFW,264,5,0,0,0,0,0,0,34,2025-10-14 05:44:00,2025-10-14 10:22:00,48,1
2025-04-03 16:10:00,2025-04-03 20:07:00,B6,DEN,ORD,2525,14.87,17.11,0.0,0.0,13.72,-2.1376,0.3204,41,DEN-ORD,237,16,0,0,0,0,0,0,2,2025-04-03 16:12:00,2025-04-03 20:10:00,3,0
2025-08-21 21:00:00,2025-08-22 02:33:00,B6,SFO,LAX,3727,2.0,3.37,0.5,0.0,13.96,-0.0726,0.9535,13,SFO-LAX,333,21,0,1,0,0,0,0,-4,2025-08-21 20:56:00,2025-08-22 02:32:00,-1,0
2025-11-15 03:40:00,2025-11-15 10:07:00,WN,ORD,SFO,4402,4.34,6.5,0.22,0.0,12.77,-0.0384,0.897,38,ORD-SFO,387,3,0,1,0,0,0,0,5,2025-11-15 03:45:00,2025-11-15 10:18:00,11,0
2025-07-28 19:40:00,2025-07-28 20:48:00,UA,BOS,SFO,417,15.1,17.7,1.5,0.0,16.17,-0.2454,-0.2857,39,BOS-SFO,68,19,0,0,0,0,0,0,14,2025-07-28 19:54:00,2025-07-28 20:56:00,8,0
2025-06-12 15:40:00,2025-06-12 18:23:00,UA,DEN,ORD,1602,8.7,11.1,0.0,0.41,14.94,0.8995,0.7772,76,DEN-ORD,163,15,0,0,0,0,0,0,5,2025-06-12 15:45:00,2025-06-12 18:23:00,0,0
2025-02-22 23:00:00,2025-02-23 01:51:00,WN,DEN,LAX,1702,3.12,1.25,0.47,1.2,15.72,0.2167,0.0304,28,DEN-LAX,171,23,0,1,0,0,0,0,2,2025-02-22 23:02:00,2025-02-23 01:38:00,-13,0
2025-04-01 21:00:00,2025-04-02 01:09:00,DL,DEN,BOS,2670,23.2,27.34,0.0,0.0,18.07,-1.9765,-0.8072,62,DEN-BOS,249,21,0,1,0,0,0,0,0,2025-04-01 21:00:00,2025-04-02 01:18:00,9,0
2025-12-12 02:00:00,2025-12-12 04:38:00,DL,ORD,ATL,1538,5.01,5.49,0.59,1.03,16.63,1.9992,-0.8837,57,ORD-ATL,158,2,0,1,0,0,0,0,3,2025-12-12 02:03:00,2025-12-12 04:29:00,-9,0
2025-07-17 17:45:00,2025-07-17 20:28:00,UA,SFO,JFK,1606,8.15,9.81,0.54,0.0,11.91,-2.5119,0.9984,94,SFO-JFK,163,17,0,0,0,0,0,0,-5,2025-07-17 17:40:00,2025-07-17 20:27:00,-1,0
2025-04-20 14:40:00,2025-04-20 15:47:00,UA,ORD,JFK,402,8.99,8.41,0.0,0.0,16.97,-0.5487,0.8839,33,ORD-JFK,67,14,0,0,0,0,0,0,-1,2025-04-20 14:39:00,2025-04-20 15:49:00,2,0
2025-06-02 02:15:00,2025-06-02 03:15:00,B6,JFK,ORD,315,15.58,16.62,0.0,1.78,8.36,-0.9996,0.264,15,JFK-ORD,60,2,0,1,0,0,0,0,9,2025-06-02 02:24:00,2025-06-02 03:15:00,0,0
2025-07-30 06:00:00,2025-07-30 09:30:00,AA,BOS,DEN,2189,4.97,6.44,0.0,0.0,16.7,0.4862,0.3997,9,BOS-DEN,210,6,0,0,0,0,0,0,-7,2025-07-30 05:53:00,2025-07-30 09:29:00,-1,0
2025-07-16 22:15:00,2025-07-17 04:49:00,AA,BOS,JFK,4488,11.44,8.56,0.0,1.07,19.66,-1.2855,0.1683,99,BOS-JFK,394,22,0,1,0,0,0,0,9,2025-07-16 22:24:00,2025-07-17 05:10:00,21,1
2025-09-13 13:45:00,2025-09-13 16:23:00,WN,SEA,JFK,1541,19.45,21.94,2.46,1.48,15.28,0.6614,0.5909,31,SEA-JFK,158,13,0,0,0,0,0,0,9,2025-09-13 13:54:00,2025-09-13 16:29:00,6,0
2025-04-04 08:10:00,2025-04-04 10:30:00,B6,ORD,ATL,1308,18.58,20.92,0.0,0.0,17.51,-0.3124,-0.4343,8,ORD-ATL,140,8,0,0,0,0,0,0,17,2025-04-04 08:27:00,2025-04-04 10:45:00,15,1
2025-08-25 07:45:00,2025-08-25 10:13:00,UA,JFK,DFW,1410,7.37,10.87,0.0,0.0,15.79,0.7215,-0.5015,15,JFK-DFW,148,7,0,0,0,0,0,0,2,2025-08-25 07:47:00,2025-08-25 10:25:00,12,0
2025-06-11 20:20:00,2025-06-12 02:46:00,WN,LAX,SFO,4387,10.92,7.28,0.63,0.07,13.48,-2.3937,0.0028,53,LAX-SFO,386,20,0,1,0,0,0,0,-2,2025-06-11 20:18:00,2025-06-12 02:44:00,-2,0
2025-12-10 06:10:00,2025-12-10 10:52:00,AA,SEA,BOS,3088,1.34,0.0,0.62,0.24,17.19,-0.1991,-0.5922,52,SEA-BOS,282,6,0,0,0,0,0,0,28,2025-12-10 06:38:00,2025-12-10 11:19:00,27,1
2025-02-27 03:50:00,2025-02-27 08:28:00,AA,SEA,DEN,3042,11.06,10.02,0.0,0.76,10.75,0.6992,0.0341,20,SEA-DEN,278,3,0,1,0,0,0,0,17,2025-02-27 04:07:00,2025-02-27 08:38:00,10,0
2025-02-24 13:30:00,2025-02-24 15:33:00,AA,ATL,JFK,1095,17.18,16.08,16.99,16.01,8.98,-1.1344,0.9111,52,ATL-JFK,123,13,0,0,1,0,0,0,39,2025-02-24 14:09:00,2025-02-24 16:38:00,65,1
2025-06-18 23:40:00,2025-06-19 05:43:00,UA,DFW,ORD,4096,7.98,10.41,14.34,14.97,10.36,0.3104,-0.3857,48,DFW-ORD,363,23,0,1,1,0,0,0,47,2025-06-19 00:27:00,2025-06-19 06:56:00,73,1
2025-07-05 04:00:00,2025-07-05 06:05:00,UA,ATL,DEN,1126,22.07,25.96,0.0,1.19,16.48,0.2774,0.2066,14,ATL-DEN,125,4,0,1,0,0,0,0,2,2025-07-05 04:02:00,2025-07-05 06:03:00,-2,0
2025-09-10 06:15:00,2025-09-10 12:39:00,AA,DFW,SEA,4362,2.82,0.63,0.54,0.0,18.35,0.2497,0.7958,76,DFW-SEA,384,6,0,0,0,0,0,0,6,2025-09-10 06:21:00,2025-09-10 12:36:00,-3,0
2025-05-28 11:40:00,2025-05-28 17:59:00,B6,LAX,DEN,4300,4.42,8.04,0.0,0.0,15.77,-0.3615,0.1437,7,LAX-DEN,379,11,0,0,0,0,0,0,-3,2025-05-28 11:37:00,2025-05-28 17:48:00,-11,0
2025-11-30 04:40:00,2025-11-30 08:50:00,WN,BOS,DFW,2684,23.18,24.68,1.0,0.0,17.16,0.7286,-0.7911,47,BOS-DFW,250,4,0,1,0,0,0,0,7,2025-11-30 04:47:00,2025-11-30 09:04:00,14,0
2025-06-23 15:00:00,2025-06-23 20:51:00,UA,BOS,LAX,3946,18.06,14.66,0.18,0.61,15.42,0.3484,0.2431,64,BOS-LAX,351,15,0,0,0,0,0,0,34,2025-06-23 15:34:00,2025-06-23 21:07:00,16,1
2025-02-17 06:30:00,2025-02-17 13:05:00,AA,JFK,ATL,4498,1.41,0.43,0.32,0.08,18.08,0.29,0.2032,85,JFK-ATL,395,6,1,0,0,0,0,0,9,2025-02-17 06:39:00,2025-02-17 13:07:00,2,0
2025-02-13 03:50:00,2025-02-13 08:04:00,AA,JFK,ORD,2737,0.0,0.0,0.75,0.0,16.25,-0.5786,-0.3664,23,JFK-ORD,254,3,0,1,0,0,0,0,4,2025-02-13 03:54:00,2025-02-13 07:52:00,-12,0
2025-12-22 06:45:00,2025-12-22 12:02:00,DL,ORD,SFO,3522,14.99,15.17,13.62,13.07,6.87,-0.9844,0.232,70,ORD-SFO,317,6,0,0,1,0,0,0,3,2025-12-22 06:48:00,2025-12-22 12:12:00,10,0
2025-02-18 22:10:00,2025-02-19 02:27:00,DL,ATL,SEA,2780,11.39,13.3,0.56,0.0,19.5,0.4784,0.5343,55,ATL-SEA,257,22,0,1,0,0,0,0,2,2025-02-18 22:12:00,2025-02-19 02:13:00,-14,0
2025-12-12 22:50:00,2025-12-13 02:45:00,AA,DEN,SFO,2500,8.58,8.51,0.0,0.0,11.96,-0.7058,0.6221,51,DEN-SFO,235,22,0,1,0,0,0,0,-1,2025-12-12 22:49:00,2025-12-13 02:44:00,-1,0
2025-04-12 12:40:00,2025-04-12 15:31:00,DL,SEA,DFW,1705,22.84,19.73,0.0,0.0,20.39,1.4428,0.5655,73,SEA-DFW,171,12,0,0,0,0,0,0,4,2025-04-12 12:44:00,2025-04-12 15:42:00,11,0
2025-02-04 09:00:00,2025-02-04 13:39:00,B6,ORD,SFO,3050,5.43,3.77,0.0,0.74,14.15,2.0378,0.0086,94,ORD-SFO,279,9,0,0,0,0,0,0,-1,2025-02-04 08:59:00,2025-02-04 13:45:00,6,0
2025-04-22 19:10:00,2025-04-22 21:39:00,WN,SFO,ATL,1422,0.0,1.82,0.33,0.0,17.16,-0.7064,0.5234,56,SFO-ATL,149,19,0,0,0,0,0,0,1,2025-04-22 19:11:00,2025-04-22 21:48:00,9,0
2025-08-13 04:50:00,2025-08-13 06:54:00,DL,SEA,JFK,1115,17.53,17.04,1.71,1.1,16.43,-0.8225,-0.8886,80,SEA-JFK,124,4,0,1,0,0,0,0,0,2025-08-13 04:50:00,2025-08-13 06:54:00,0,0
2025-06-06 15:10:00,2025-06-06 17:41:00,WN,SEA,JFK,1456,17.77,14.93,0.41,1.73,18.39,0.4428,0.4593,75,SEA-JFK,151,15,0,0,0,0,0,0,-9,2025-06-06 15:01:00,2025-06-06 17:39:00,-2,0
2025-10-14 16:00:00,2025-10-14 17:03:00,UA,JFK,DFW,346,9.54,4.3,0.26,0.0,15.74,0.3046,-0.4924,95,JFK-DFW,63,16,0,0,0,0,0,0,-9,2025-10-14 15:51:00,2025-10-14 17:11:00,8,0
2025-08-12 17:20:00,2025-08-12 23:33:00,WN,SFO,DFW,4222,4.06,5.75,4.87,5.37,13.25,-0.0314,-0.8283,74,SFO-DFW,373,17,0,0,0,0,0,0,20,2025-08-12 17:40:00,2025-08-13 00:13:00,40,1
2025-05-27 05:30:00,2025-05-27 07:55:00,DL,DFW,ORD,1378,1.91,0.0,0.04,0.84,15.54,0.5763,-0.0495,54,DFW-ORD,145,5,0,0,0,0,0,0,1,2025-05-27 05:31:00,2025-05-27 07:56:00,1,0
2025-08-20 17:30:00,2025-08-20 22:58:00,AA,SFO,BOS,3659,10.19,10.12,0.05,0.42,16.47,0.7066,-0.6317,52,SFO-BOS,328,17,0,0,0,0,0,0,-9,2025-08-20 17:21:00,2025-08-20 22:51:00,-7,0
2025-12-21 14:40:00,2025-12-21 18:05:00,UA,DFW,SFO,2126,13.27,10.58,0.31,0.0,15.82,-0.7717,0.9574,93,DFW-SFO,205,14,0,0,0,0,0,0,-10,2025-12-21 14:30:00,2025-12-21 17:58:00,-7,0
2025-05-31 21:50:00,2025-06-01 00:43:00,B6,DFW,SFO,1725,20.66,20.65,19.69,17.35,4.53,-0.8544,-0.6253,4,DFW-SFO,173,21,0,1,1,1,0,1,28,2025-05-31 22:18:00,2025-06-01 01:38:00,55,1
2025-02-26 04:45:00,2025-02-26 07:01:00,AA,ORD,BOS,1257,14.8,9.93,2.01,1.17,16.13,-1.8664,0.8686,14,ORD-BOS,136,4,0,1,0,0,0,0,2,2025-02-26 04:47:00,2025-02-26 06:56:00,-5,0
2025-05-30 14:00:00,2025-05-30 19:35:00,UA,DFW,SFO,3746,4.58,6.36,0.12,0.0,17.58,-1.6893,0.6788,39,DFW-SFO,335,14,0,0,0,0,0,0,9,2025-05-30 14:09:00,2025-05-30 19:47:00,12,0
2025-11-03 19:00:00,2025-11-03 22:52:00,WN,BOS,DEN,2458,12.79,13.28,0.0,0.97,13.45,-0.9529,0.6931,93,BOS-DEN,232,19,0,0,0,0,0,0,9,2025-11-03 19:09:00,2025-11-03 23:15:00,23,1
2025-03-21 06:00:00,2025-03-21 09:30:00,B6,SFO,ATL,2188,20.51,20.9,9.72,12.16,10.27,-0.3352,-0.1194,95,SFO-ATL,210,6,0,0,0,0,0,0,19,2025-03-21 06:19:00,2025-03-21 10:08:00,38,1
2025-12-13 17:20:00,2025-12-13 22:00:00,AA,JFK,DFW,3063,12.76,11.92,6.09,5.85,18.32,0.8013,-0.4696,50,JFK-DFW,280,17,0,0,0,0,0,0,13,2025-12-13 17:33:00,2025-12-13 22:20:00,20,1
2025-08-03 02:15:00,2025-08-03 07:44:00,B6,SFO,SEA,3671,20.27,16.85,0.0,0.0,15.69,0.6143,-0.0392,71,SFO-SEA,329,2,0,1,0,0,0,0,1,2025-08-03 02:16:00,2025-08-03 07:33:00,-11,0
2025-08-08 17:50:00,2025-08-08 22:29:00,B6,DFW,SEA,3054,6.46,3.79,0.48,0.0,9.22,0.4691,0.9084,0,DFW-SEA,279,17,0,0,0,0,0,0,-3,2025-08-08 17:47:00,2025-08-08 22:25:00,-4,0
2025-04-26 14:15:00,2025-04-26 17:51:00,AA,SFO,LAX,2264,16.76,13.39,0.0,0.92,13.83,-0.1965,-0.3976,18,SFO-LAX,216,14,0,0,0,0,0,0,10,2025-04-26 14:25:00,2025-04-26 17:54:00,3,0
2025-12-02 04:00:00,2025-12-02 09:59:00,UA,LAX,SEA,4053,12.67,13.21,11.73,10.84,9.73,2.2339,-0.7321,81,LAX-SEA,359,4,0,1,0,0,0,0,-2,2025-12-02 03:58:00,2025-12-02 09:55:00,-4,0
2025-01-14 01:50:00,2025-01-14 07:50:00,DL,ORD,DEN,4061,6.45,7.86,0.0,0.09,15.96,-1.1885,0.5224,69,ORD-DEN,360,1,0,1,0,0,0,0,14,2025-01-14 02:04:00,2025-01-14 08:02:00,12,0
2025-04-20 17:15:00,2025-04-20 23:39:00,B6,ORD,SEA,4358,21.08,19.39,0.32,0.0,16.5,-0.2503,-0.0446,89,ORD-SEA,384,17,0,0,0,0,0,0,20,2025-04-20 17:35:00,2025-04-20 23:59:00,20,1
2025-06-02 05:50:00,2025-06-02 07:20:00,WN,BOS,LAX,682,34.47,34.4,0.61,0.79,16.35,0.3415,-0.513,85,BOS-LAX,90,5,0,0,0,0,0,0,-4,2025-06-02 05:46:00,2025-06-02 07:32:00,12,0
2025-06-24 11:45:00,2025-06-24 17:43:00,AA,SEA,BOS,4040,0.0,0.29,4.29,3.94,13.56,-1.083,-0.9095,55,SEA-BOS,358,11,0,0,0,0,0,0,17,2025-06-24 12:02:00,2025-06-24 18:00:00,17,1
2025-06-23 01:50:00,2025-06-23 03:54:00,B6,SFO,BOS,1111,9.71,5.4,5.72,4.69,13.09,-0.3005,0.6138,96,SFO-BOS,124,1,0,1,0,0,0,0,6,2025-06-23 01:56:00,2025-06-23 03:47:00,-7,0
2025-02-23 23:45:00,2025-02-24 04:12:00,DL,LAX,DEN,2904,9.3,8.74,13.13,12.41,8.47,-1.442,-0.4853,44,LAX-DEN,267,23,0,1,1,0,0,0,58,2025-02-24 00:43:00,2025-02-24 05:34:00,82,1
2025-03-24 13:10:00,2025-03-24 17:50:00,WN,SFO,ATL,3063,7.8,10.36,0.0,0.0,11.72,-0.3381,-0.9753,61,SFO-ATL,280,13,0,0,0,0,0,0,-8,2025-03-24 13:02:00,2025-03-24 17:53:00,3,0
2025-02-04 22:40:00,2025-02-05 00:48:00,UA,SEA,DEN,1164,6.92,6.13,0.39,1.06,12.64,1.4762,0.9668,87,SEA-DEN,128,22,0,1,0,0,0,0,-3,2025-02-04 22:37:00,2025-02-05 00:42:00,-6,0
2025-07-28 03:20:00,2025-07-28 04:22:00,DL,LAX,SFO,334,3.71,2.27,0.29,0.0,14.76,0.1684,0.7002,77,LAX-SFO,62,3,0,1,0,0,0,0,-3,2025-07-28 03:17:00,2025-07-28 04:19:00,-3,0
2025-05-09 04:40:00,2025-05-09 10:56:00,UA,JFK,DEN,4262,8.16,6.7,0.42,0.0,14.28,1.9314,0.2431,5,JFK-DEN,376,4,0,1,0,0,0,0,13,2025-05-09 04:53:00,2025-05-09 11:01:00,5,0
2025-07-26 14:40:00,2025-07-26 20:38:00,B6,SEA,LAX,4043,8.31,8.02,0.67,0.0,13.36,1.4216,0.1806,96,SEA-LAX,358,14,0,0,0,0,0,0,25,2025-07-26 15:05:00,2025-07-26 21:02:00,24,1
2025-08-04 14:30:00,2025-08-04 16:28:00,B6,BOS,SFO,1034,10.31,7.25,0.0,0.0,15.48,-1.4751,-0.5804,84,BOS-SFO,118,14,0,0,0,0,0,0,-4,2025-08-04 14:26:00,2025-08-04 16:12:00,-16,0
2025-09-14 18:15:00,2025-09-14 22:36:00,B6,LAX,DEN,2825,8.98,8.89,0.0,0.0,16.61,-1.1497,-0.1533,70,LAX-DEN,261,18,0,0,0,0,0,0,-2,2025-09-14 18:13:00,2025-09-14 22:32:00,-4,0
2025-07-19 22:50:00,2025-07-20 00:40:00,AA,SEA,ORD,935,13.38,13.74,2.83,2.02,9.6,1.4348,0.2447,70,SEA-ORD,110,22,0,1,0,0,0,0,-10,2025-07-19 22:40:00,2025-07-20 00:35:00,-5,0
2025-08-25 19:40:00,2025-08-25 23:49:00,UA,SFO,JFK,2679,6.88,9.3,5.44,4.43,12.11,-0.0952,-0.3994,16,SFO-JFK,249,19,0,0,0,0,0,0,-1,2025-08-25 19:39:00,2025-08-25 23:46:00,-3,0
2025-08-03 03:50:00,2025-08-03 06:36:00,WN,DEN,SFO,1633,6.8,5.35,0.0,0.12,2.61,-1.475,0.3642,60,DEN-SFO,166,3,0,1,0,1,0,1,58,2025-08-03 04:48:00,2025-08-03 07:46:00,70,1
2025-08-27 07:10:00,2025-08-27 12:22:00,DL,ATL,SFO,3457,10.39,11.75,0.09,0.0,10.73,0.9551,0.2821,3,ATL-SFO,312,7,0,0,0,0,0,0,-9,2025-08-27 07:01:00,2025-08-27 12:28:00,6,0
2025-08-14 21:45:00,2025-08-15 01:57:00,UA,DFW,LAX,2709,13.63,13.26,0.0,0.0,14.33,1.541,0.8017,58,DFW-LAX,252,21,0,1,0,0,0,0,-10,2025-08-14 21:35:00,2025-08-15 01:59:00,2,0
2025-04-26 13:15:00,2025-04-26 17:01:00,B6,SEA,DFW,2391,12.45,8.21,0.0,0.89,15.87,1.4917,-0.8182,56,SEA-DFW,226,13,0,0,0,0,0,0,-5,2025-04-26 13:10:00,2025-04-26 16:53:00,-8,0
2025-03-31 20:20:00,2025-04-01 01:08:00,B6,JFK,SEA,3162,33.01,28.56,12.85,12.94,9.81,0.5007,-0.9171,27,JFK-SEA,288,20,0,1,1,0,0,0,17,2025-03-31 20:37:00,2025-04-01 01:34:00,26,1
2025-10-15 13:45:00,2025-10-15 17:24:00,DL,ATL,SFO,2298,13.78,10.85,5.51,4.15,13.42,1.191,-0.9984,18,ATL-SFO,219,13,0,0,0,0,0,0,1,2025-10-15 13:46:00,2025-10-15 17:24:00,0,0
2025-05-06 01:15:00,2025-05-06 02:18:00,B6,BOS,SEA,355,8.41,11.2,0.0,1.06,15.82,0.5222,0.9599,19,BOS-SEA,63,1,0,1,0,0,0,0,-6,2025-05-06 01:09:00,2025-05-06 02:17:00,-1,0
2025-07-20 11:15:00,2025-07-20 15:34:00,UA,DFW,SEA,2803,3.78,7.09,0.0,0.0,12.73,-0.9641,0.2127,62,DFW-SEA,259,11,0,0,0,0,0,0,6,2025-07-20 11:21:00,2025-07-20 15:37:00,3,0
2025-03-13 19:50:00,2025-03-14 01:10:00,DL,DFW,DEN,3567,4.92,2.85,0.46,0.0,16.59,1.1151,0.5088,58,DFW-DEN,320,19,0,0,0,0,0,0,1,2025-03-13 19:51:00,2025-03-14 01:03:00,-7,0
2025-06-07 15:50:00,2025-06-07 19:34:00,UA,BOS,DFW,2359,8.63,9.21,20.62,20.12,7.73,-0.2136,0.2944,27,BOS-DFW,224,15,0,0,1,0,0,0,22,2025-06-07 16:12:00,2025-06-07 19:55:00,21,1
2025-07-13 03:15:00,2025-07-13 05:13:00,AA,JFK,DEN,1035,10.46,9.33,0.0,0.0,13.4,1.8531,-0.539,35,JFK-DEN,118,3,0,1,0,0,0,0,-1,2025-07-13 03:14:00,2025-07-13 05:11:00,-2,0
2025-08-17 05:15:00,2025-08-17 06:17:00,DL,JFK,ORD,332,10.47,10.42,0.0,0.07,14.94,-0.342,0.3349,49,JFK-ORD,62,5,0,0,0,0,0,0,11,2025-08-17 05:26:00,2025-08-17 06:39:00,22,1
2025-07-12 20:10:00,2025-07-12 22:49:00,UA,BOS,SEA,1545,13.03,15.1,0.66,0.0,16.36,-0.2327,0.3185,25,BOS-SEA,159,20,0,1,0,0,0,0,10,2025-07-12 20:20:00,2025-07-12 22:56:00,7,0
